tokens,upos,deprel,head_tags,deprel_tags,upos_tags
"['Ele', 'decidiu', 'tomar', 'LSD', 'enquanto', 'ouvia', 'as', 'sonatas', 'para', 'violino', 'de', 'Johann', 'Sebastian', 'Bach', '.']","['PRON', 'VERB', 'VERB', 'PROPN', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['nsubj', 'root', 'xcomp', 'obj', 'mark', 'advcl', 'det', 'obj', 'case', 'nmod', 'case', 'nmod', 'flat:name', 'flat:name', 'punct']","[2, 0, 2, 3, 6, 2, 8, 6, 10, 8, 12, 8, 12, 12, 2]","[1, 2, 4, 3, 6, 7, 0, 3, 8, 13, 8, 13, 15, 15, 5]","[12, 2, 2, 9, 4, 2, 0, 1, 5, 1, 5, 9, 9, 9, 3]"
"['Algumas', 'atividades', ',', 'como', 'as', 'rodas', 'de', 'samba', 'semanais', ',', 'receberão', 'colaborações', 'voluntárias', 'para', 'a', 'manutenção', 'de', 'o', 'espaço', '.']","['DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj', 'punct', 'case', 'det', 'nmod', 'case', 'nmod', 'amod', 'punct', 'root', 'obj', 'amod', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'punct']","[2, 11, 6, 6, 6, 2, 8, 6, 8, 6, 0, 11, 12, 16, 16, 12, 19, 19, 16, 11]","[0, 1, 5, 8, 0, 13, 8, 13, 10, 5, 2, 3, 10, 8, 0, 13, 8, 0, 13, 5]","[0, 1, 3, 5, 0, 1, 5, 1, 6, 3, 2, 1, 6, 5, 0, 1, 5, 0, 1, 3]"
"['Merkel', 'votou', 'a', 'as', '14h45', 'locais', '(', '9h45', 'em', 'Brasília', ')', ',', 'mas', 'não', 'deu', 'declarações', 'a', 'a', 'imprensa', '.']","['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['nsubj', 'root', 'case', 'det', 'obl', 'amod', 'punct', 'appos', 'case', 'nmod', 'punct', 'punct', 'cc', 'advmod', 'conj', 'obj', 'case', 'det', 'obl', 'punct']","[2, 0, 5, 5, 2, 5, 8, 5, 10, 8, 8, 15, 15, 15, 2, 15, 19, 19, 15, 2]","[1, 2, 8, 0, 9, 10, 5, 25, 8, 13, 5, 5, 12, 14, 11, 3, 8, 0, 9, 5]","[9, 2, 5, 0, 1, 6, 3, 1, 5, 9, 3, 3, 7, 8, 2, 1, 5, 0, 1, 3]"
"['Já', 'o', 'hondurenho', 'César', 'Antonio', 'Paza', ',', '36', ',', 'divertia', 'os', 'colegas', 'com', 'suas', 'imitações', 'de', 'animais', '.']","['CCONJ', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['cc', 'det', 'nsubj', 'nmod', 'flat:name', 'flat:name', 'punct', 'parataxis', 'punct', 'root', 'det', 'obj', 'case', 'det', 'obl', 'case', 'nmod', 'punct']","[10, 3, 10, 3, 4, 4, 8, 3, 8, 0, 12, 10, 15, 15, 10, 17, 15, 10]","[12, 0, 1, 13, 15, 15, 5, 22, 5, 2, 0, 3, 8, 0, 9, 8, 13, 5]","[7, 0, 1, 9, 9, 9, 3, 11, 3, 2, 0, 1, 5, 0, 1, 5, 1, 3]"
"['Se', 'quem', 'tem', 'poder', 'discorda', 'de', 'você', ',', 'quem', 'tem', 'poder', 'decide', 'se', 'a', 'crença', 'é', 'crença', 'ou', 'bruxaria', '.']","['SCONJ', 'PRON', 'VERB', 'NOUN', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","['mark', 'nsubj', 'acl:relcl', 'obj', 'advcl', 'case', 'obl', 'punct', 'nsubj', 'acl:relcl', 'obj', 'root', 'mark', 'det', 'nsubj', 'cop', 'ccomp', 'cc', 'conj', 'punct']","[5, 5, 2, 3, 12, 7, 5, 5, 12, 9, 10, 0, 17, 15, 17, 17, 12, 19, 17, 12]","[6, 1, 20, 3, 7, 8, 9, 5, 1, 20, 3, 2, 6, 0, 1, 17, 16, 12, 11, 5]","[4, 12, 2, 1, 2, 5, 12, 3, 12, 2, 1, 2, 4, 0, 1, 10, 1, 7, 1, 3]"
"['Há', 'ainda', 'os', 'chamados', 'investimentos', 'alternativos', '.']","['VERB', 'ADV', 'PRON', 'VERB', 'NOUN', 'ADJ', 'PUNCT']","['root', 'advmod', 'obj', 'acl', 'xcomp', 'amod', 'punct']","[0, 1, 1, 3, 4, 5, 1]","[2, 14, 3, 18, 4, 10, 5]","[2, 8, 12, 2, 1, 6, 3]"
"['Guto', 'Schiavon', ',', 'diretor', 'de', 'operações', 'de', 'a', 'Foxbit', ',', 'explica', 'que', 'a', 'empresa', 'exige', 'ainda', 'comprovação', 'de', 'renda', 'para', 'transações', 'acima', 'de', 'R$', '25', 'mil', '.']","['PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'SYM', 'NUM', 'NUM', 'PUNCT']","['nsubj', 'flat:name', 'punct', 'appos', 'case', 'nmod', 'case', 'det', 'nmod', 'punct', 'root', 'mark', 'det', 'nsubj', 'ccomp', 'advmod', 'obj', 'case', 'nmod', 'case', 'obl', 'advmod', 'case', 'obl', 'nummod', 'flat', 'punct']","[11, 1, 4, 1, 6, 4, 9, 9, 4, 4, 0, 15, 14, 15, 11, 15, 15, 19, 17, 21, 15, 21, 24, 22, 24, 25, 11]","[1, 15, 5, 25, 8, 13, 8, 0, 13, 5, 2, 6, 0, 1, 16, 14, 3, 8, 13, 8, 9, 14, 8, 9, 19, 36, 5]","[9, 9, 3, 1, 5, 1, 5, 0, 9, 3, 2, 4, 0, 1, 2, 8, 1, 5, 1, 5, 1, 8, 5, 13, 11, 11, 3]"
"['Uns', 'lideram', 'mais', 'dentro', 'de', 'campo', ',', 'outros', ',', 'fora', '.']","['PRON', 'VERB', 'ADV', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'ADV', 'PUNCT']","['nsubj', 'root', 'advmod', 'advmod', 'case', 'obl', 'punct', 'conj', 'punct', 'orphan', 'punct']","[2, 0, 2, 2, 6, 4, 8, 2, 10, 8, 2]","[1, 2, 14, 14, 8, 9, 5, 11, 5, 34, 5]","[12, 2, 8, 8, 5, 1, 3, 12, 3, 8, 3]"
"['O', 'governo', 'federal', 'diz', 'que', 'a', 'meta', 'é', 'substituir', 'mais', '4.000', 'postos', 'ocupados', 'por', 'cubanos', 'em', 'os', 'próximos', 'três', 'anos', '.']","['DET', 'NOUN', 'ADJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADV', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PUNCT']","['det', 'nsubj', 'amod', 'root', 'mark', 'det', 'nsubj', 'cop', 'ccomp', 'advmod', 'nummod', 'obj', 'acl', 'case', 'obl:agent', 'case', 'det', 'amod', 'nummod', 'obl', 'punct']","[2, 4, 2, 0, 9, 7, 9, 9, 4, 11, 12, 9, 12, 15, 13, 20, 20, 20, 20, 9, 4]","[0, 1, 10, 2, 6, 0, 1, 17, 16, 14, 19, 3, 18, 8, 30, 8, 0, 10, 19, 9, 5]","[0, 1, 6, 2, 4, 0, 1, 10, 2, 8, 11, 1, 2, 5, 1, 5, 0, 6, 11, 1, 3]"
"['Desde', 'então', ',', 'não', 'parou', 'mais', 'de', 'crescer', '.']","['ADP', 'ADV', 'PUNCT', 'ADV', 'VERB', 'ADV', 'ADP', 'VERB', 'PUNCT']","['case', 'obl', 'punct', 'advmod', 'root', 'advmod', 'mark', 'xcomp', 'punct']","[2, 5, 2, 5, 0, 5, 8, 5, 5]","[8, 9, 5, 14, 2, 14, 6, 4, 5]","[5, 8, 3, 8, 2, 8, 5, 2, 3]"
"['Em', 'as', 'arquibancadas', ',', 'foram', 'registrados', 'novos', 'conflitos', 'antes', 'de', 'o', 'jogo', ',', 'que', 'ainda', 'teve', 'casos', 'de', 'bilhetes', 'falsificados', 'vendidos', 'por', 'cambistas', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['case', 'det', 'obl', 'punct', 'aux:pass', 'root', 'amod', 'nsubj:pass', 'advmod', 'case', 'det', 'obl', 'punct', 'nsubj', 'advmod', 'acl:relcl', 'obj', 'case', 'nmod', 'amod', 'acl', 'case', 'obl:agent', 'punct']","[3, 3, 6, 3, 6, 0, 8, 6, 6, 12, 12, 9, 16, 16, 16, 12, 16, 19, 17, 19, 19, 23, 21, 6]","[8, 0, 9, 5, 24, 2, 10, 27, 14, 8, 0, 9, 5, 1, 14, 20, 3, 8, 13, 10, 18, 8, 30, 5]","[5, 0, 1, 3, 10, 2, 6, 1, 8, 5, 0, 1, 3, 12, 8, 2, 1, 5, 1, 6, 2, 5, 1, 3]"
"['Foi', 'em', 'um', 'tempo', 'assim', 'que', 'cheguei', 'a', 'a', 'UFRJ', '(', 'Universidade', 'Federal', 'de', 'o', 'Rio', 'de', 'Janeiro', ')', '.']","['AUX', 'ADP', 'DET', 'NOUN', 'ADV', 'SCONJ', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['discourse', 'case', 'det', 'obl', 'advmod', 'discourse', 'root', 'case', 'det', 'obl', 'punct', 'appos', 'flat:name', 'case', 'det', 'flat:name', 'case', 'flat:name', 'punct', 'punct']","[7, 4, 4, 7, 4, 7, 0, 10, 10, 7, 12, 10, 12, 16, 16, 12, 18, 12, 12, 7]","[33, 8, 0, 9, 14, 33, 2, 8, 0, 9, 5, 25, 15, 8, 0, 15, 8, 15, 5, 5]","[10, 5, 0, 1, 8, 4, 2, 5, 0, 9, 3, 9, 9, 5, 0, 9, 5, 9, 3, 3]"
"['Mas', 'não', 'houve', 'um', 'extrato', 'bancário', 'de', 'a', 'Suíça', 'queimado', 'em', 'a', 'churrasqueira', 'de', 'o', 'ex-diretor', 'de', 'a', 'Petrobras', '.']","['CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['cc', 'advmod', 'root', 'det', 'obj', 'amod', 'case', 'det', 'nmod', 'acl', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'punct']","[3, 3, 0, 5, 3, 5, 9, 9, 5, 5, 13, 13, 10, 16, 16, 13, 19, 19, 16, 3]","[12, 14, 2, 0, 3, 10, 8, 0, 13, 18, 8, 0, 9, 8, 0, 13, 8, 0, 13, 5]","[7, 8, 2, 0, 1, 6, 5, 0, 9, 2, 5, 0, 1, 5, 0, 1, 5, 0, 9, 3]"
"['Análises', 'mais', 'recentes', ',', 'em', 'o', 'entanto', ',', 'têm', 'questionado', 'a', 'metodologia', 'empregada', 'em', 'esses', 'estudos', 'antigos', '.']","['NOUN', 'ADV', 'ADJ', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'AUX', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['nsubj', 'advmod', 'amod', 'punct', 'cc', 'fixed', 'fixed', 'punct', 'aux', 'root', 'det', 'obj', 'acl', 'case', 'det', 'obl', 'amod', 'punct']","[10, 3, 1, 5, 10, 5, 5, 5, 10, 0, 12, 10, 12, 16, 16, 13, 16, 10]","[1, 14, 10, 5, 12, 26, 26, 5, 28, 2, 0, 3, 18, 8, 0, 9, 10, 5]","[1, 8, 6, 3, 5, 0, 1, 3, 10, 2, 0, 1, 2, 5, 0, 1, 6, 3]"
"['Outro', 'ponto', 'criticado', 'foi', 'a', 'licitação', 'para', 'expansão', 'de', 'a', 'capacidade', 'de', 'os', 'portos', '.']","['DET', 'NOUN', 'VERB', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj', 'acl', 'cop', 'det', 'root', 'case', 'nmod', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'punct']","[2, 6, 2, 6, 6, 0, 8, 6, 11, 11, 8, 14, 14, 11, 6]","[0, 1, 18, 17, 0, 2, 8, 13, 8, 0, 13, 8, 0, 13, 5]","[0, 1, 2, 10, 0, 1, 5, 1, 5, 0, 1, 5, 0, 1, 3]"
"['Essa', 'cena', 'mistura', 'código', 'de', 'programação', 'com', 'performances', 'a', 'o', 'vivo', 'em', 'festas', 'de', 'música', 'eletrônica', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['det', 'nsubj', 'root', 'obj', 'case', 'nmod', 'case', 'obl', 'case', 'det', 'nmod', 'case', 'nmod', 'case', 'nmod', 'amod', 'punct']","[2, 3, 0, 3, 6, 4, 8, 3, 11, 11, 8, 13, 8, 15, 13, 15, 3]","[0, 1, 2, 3, 8, 13, 8, 9, 8, 0, 13, 8, 13, 8, 13, 10, 5]","[0, 1, 2, 1, 5, 1, 5, 1, 5, 0, 1, 5, 1, 5, 1, 6, 3]"
"['Mesmo', 'com', 'o', 'registro', 'em', 'o', 'Brasil', ',', 'o', 'Spinraza', 'ainda', 'não', 'está', 'disponível', 'em', 'o', 'SUS', '.']","['ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'ADV', 'ADV', 'AUX', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT']","['advmod', 'case', 'det', 'obl', 'case', 'det', 'nmod', 'punct', 'det', 'nsubj', 'advmod', 'advmod', 'cop', 'root', 'case', 'det', 'obl', 'punct']","[4, 4, 4, 14, 7, 7, 4, 4, 10, 14, 14, 14, 14, 0, 17, 17, 14, 14]","[14, 8, 0, 9, 8, 0, 13, 5, 0, 1, 14, 14, 17, 2, 8, 0, 9, 5]","[8, 5, 0, 1, 5, 0, 9, 3, 0, 9, 8, 8, 10, 6, 5, 0, 9, 3]"
"['A', 'Espanha', 'também', 'é', 'uma', 'terra', 'de', 'liberdade', ',', 'de', 'legalidade', ',', 'que', 'a', 'independência', 'não', 'destruirá', '.']","['DET', 'PROPN', 'ADV', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'DET', 'NOUN', 'ADV', 'VERB', 'PUNCT']","['det', 'nsubj', 'advmod', 'cop', 'det', 'root', 'case', 'nmod', 'punct', 'case', 'conj', 'punct', 'obj', 'det', 'nsubj', 'advmod', 'acl:relcl', 'punct']","[2, 6, 6, 6, 6, 0, 8, 6, 11, 11, 8, 17, 17, 15, 17, 17, 6, 6]","[0, 1, 14, 17, 0, 2, 8, 13, 5, 8, 11, 5, 3, 0, 1, 14, 20, 5]","[0, 9, 8, 10, 0, 1, 5, 1, 3, 5, 1, 3, 12, 0, 1, 8, 2, 3]"
"['As', 'flechas', 'finais', 'prometidas', 'por', 'o', 'procurador-geral', 'de', 'a', 'República', 'contra', 'o', 'presidente', 'foram', 'lançadas', 'em', 'a', 'quinta-feira', 'passada', '.']","['DET', 'NOUN', 'ADJ', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['det', 'nsubj:pass', 'amod', 'acl', 'case', 'det', 'obl:agent', 'case', 'det', 'nmod', 'case', 'det', 'nmod', 'aux:pass', 'root', 'case', 'det', 'obl', 'amod', 'punct']","[2, 15, 2, 2, 7, 7, 4, 10, 10, 7, 13, 13, 2, 15, 0, 18, 18, 15, 18, 15]","[0, 27, 10, 18, 8, 0, 30, 8, 0, 13, 8, 0, 13, 24, 2, 8, 0, 9, 10, 5]","[0, 1, 6, 2, 5, 0, 1, 5, 0, 9, 5, 0, 1, 10, 2, 5, 0, 1, 6, 3]"
"['Foi', 'quando', 'Nem', 'foi', 'preso', 'de', 'maneira', 'espetacular', ',', 'o', 'que', 'me', 'impressionou', '.']","['AUX', 'ADV', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'PRON', 'PRON', 'VERB', 'PUNCT']","['discourse', 'advmod', 'nsubj:pass', 'aux:pass', 'root', 'case', 'obl', 'amod', 'punct', 'nsubj', 'fixed', 'obj', 'parataxis', 'punct']","[5, 5, 5, 5, 0, 7, 5, 7, 13, 13, 10, 13, 5, 5]","[33, 14, 27, 24, 2, 8, 9, 10, 5, 1, 26, 3, 22, 5]","[10, 8, 9, 10, 2, 5, 1, 6, 3, 12, 12, 12, 2, 3]"
"['Guatemala', ',', 'que', 'sempre', 'foi', 'um', 'país', 'de', 'fuga', 'e', 'trânsito', ',', 'passou', 'a', 'ser', 'também', 'um', 'de', 'permanência', '.']","['PROPN', 'PUNCT', 'PRON', 'ADV', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'AUX', 'ADV', 'PRON', 'ADP', 'NOUN', 'PUNCT']","['nsubj', 'punct', 'nsubj', 'advmod', 'cop', 'det', 'acl:relcl', 'case', 'nmod', 'cc', 'conj', 'punct', 'root', 'mark', 'cop', 'advmod', 'xcomp', 'case', 'nmod', 'punct']","[13, 7, 7, 7, 7, 7, 1, 9, 7, 11, 9, 7, 0, 17, 17, 17, 13, 19, 17, 13]","[1, 5, 1, 14, 17, 0, 20, 8, 13, 12, 11, 5, 2, 6, 17, 14, 4, 8, 13, 5]","[9, 3, 12, 8, 10, 0, 1, 5, 1, 7, 1, 3, 2, 5, 10, 8, 12, 5, 1, 3]"
"['Minha', 'vontade', 'é', 'dar', 'um', 'abraço', 'e', 'dizer', 'que', 'já', 'passou', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'SCONJ', 'ADV', 'VERB', 'PUNCT']","['det', 'nsubj', 'cop', 'root', 'det', 'obj', 'cc', 'conj', 'mark', 'advmod', 'ccomp', 'punct']","[2, 4, 4, 0, 6, 4, 8, 4, 11, 11, 8, 4]","[0, 1, 17, 2, 0, 3, 12, 11, 6, 14, 16, 5]","[0, 1, 10, 2, 0, 1, 7, 2, 4, 8, 2, 3]"
"['De', 'maioria', 'budista', ',', 'Mianmar', 'é', 'marcado', 'por', 'a', 'influência', 'de', 'monges', 'radicais', 'que', 'denunciam', 'rohingyas', 'como', 'ameaça', '.']","['ADP', 'NOUN', 'ADJ', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PRON', 'VERB', 'X', 'ADP', 'NOUN', 'PUNCT']","['case', 'obl', 'amod', 'punct', 'nsubj:pass', 'aux:pass', 'root', 'case', 'det', 'obl:agent', 'case', 'nmod', 'amod', 'nsubj', 'acl:relcl', 'obj', 'case', 'obl', 'punct']","[2, 7, 2, 2, 7, 7, 0, 10, 10, 7, 12, 10, 12, 15, 12, 15, 18, 15, 7]","[8, 9, 10, 5, 27, 24, 2, 8, 0, 30, 8, 13, 10, 1, 20, 3, 8, 9, 5]","[5, 1, 6, 3, 9, 10, 2, 5, 0, 1, 5, 1, 6, 12, 2, 14, 5, 1, 3]"
"['A', 'paranoia', 'que', 'destruiu', 'a', 'revolução', 'foi', ',', 'em', 'muito', ',', 'fruto', 'de', 'essa', 'guerra', 'civil', 'fratricida', '.']","['DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'AUX', 'PUNCT', 'ADP', 'ADV', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['det', 'nsubj', 'nsubj', 'acl:relcl', 'det', 'obj', 'cop', 'punct', 'case', 'advmod', 'punct', 'root', 'case', 'det', 'nmod', 'amod', 'amod', 'punct']","[2, 12, 4, 2, 6, 4, 12, 10, 10, 12, 10, 0, 15, 15, 12, 15, 15, 12]","[0, 1, 1, 20, 0, 3, 17, 5, 8, 14, 5, 2, 8, 0, 13, 10, 10, 5]","[0, 1, 12, 2, 0, 1, 10, 3, 5, 8, 3, 1, 5, 0, 1, 6, 6, 3]"
"['O', 'goleiro', 'Ederson', ',', 'que', 'terá', 'a', 'primeira', 'oportunidade', 'como', 'titular', ',', 'entra', 'em', 'o', 'lugar', 'de', 'Alisson', ',', 'enquanto', 'Marquinhos', 'ocupa', 'a', 'vaga', 'de', 'Thiago', 'Silva', '.']","['DET', 'NOUN', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['det', 'nsubj', 'nmod', 'punct', 'nsubj', 'acl:relcl', 'det', 'amod', 'obj', 'case', 'nmod', 'punct', 'root', 'case', 'det', 'obl', 'case', 'nmod', 'punct', 'mark', 'nsubj', 'advcl', 'det', 'obj', 'case', 'nmod', 'flat:name', 'punct']","[2, 13, 2, 6, 6, 2, 9, 9, 6, 11, 9, 6, 0, 16, 16, 13, 18, 16, 22, 22, 22, 13, 24, 22, 26, 24, 26, 13]","[0, 1, 13, 5, 1, 20, 0, 10, 3, 8, 13, 5, 2, 8, 0, 9, 8, 13, 5, 6, 1, 7, 0, 3, 8, 13, 15, 5]","[0, 1, 9, 3, 12, 2, 0, 6, 1, 5, 1, 3, 2, 5, 0, 1, 5, 9, 3, 4, 9, 2, 0, 1, 5, 9, 9, 3]"
"['Mais', 'de', '1.500', 'imóveis', 'comerciais', 'e', 'residenciais', 'foram', 'destruídos', 'e', '20', 'mil', 'pessoas', ',', 'desalojadas', '.']","['ADV', 'ADP', 'NUM', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'AUX', 'VERB', 'CCONJ', 'NUM', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['advmod', 'fixed', 'nummod', 'nsubj:pass', 'amod', 'cc', 'conj', 'aux:pass', 'root', 'cc', 'nummod', 'flat', 'nsubj:pass', 'punct', 'conj', 'punct']","[3, 1, 4, 9, 4, 7, 5, 9, 0, 15, 13, 11, 15, 15, 9, 9]","[14, 26, 19, 27, 10, 12, 11, 24, 2, 12, 19, 36, 27, 5, 11, 5]","[8, 5, 11, 1, 6, 7, 6, 10, 2, 7, 11, 11, 1, 3, 2, 3]"
"['A', 'gente', 'acorda', 'amiúde', 'em', 'um', 'interior', 'bem', 'lavado', 'e', 'o', 'acha', 'sujo', ',', 'ou', 'decepcionante', 'de', 'algum', 'modo', '.']","['DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADV', 'VERB', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj', 'root', 'advmod', 'case', 'det', 'obl', 'advmod', 'acl', 'cc', 'obj', 'conj', 'xcomp', 'punct', 'cc', 'conj', 'case', 'det', 'obl', 'punct']","[2, 3, 0, 3, 7, 7, 3, 9, 7, 12, 12, 3, 12, 16, 16, 13, 19, 19, 12, 3]","[0, 1, 2, 14, 8, 0, 9, 14, 18, 12, 3, 11, 4, 5, 12, 11, 8, 0, 9, 5]","[0, 1, 2, 8, 5, 0, 1, 8, 2, 7, 12, 2, 6, 3, 7, 6, 5, 0, 1, 3]"
"['A', 'contribuição', 'de', 'pessoas', 'jurídicas', 'está', 'proibida', 'desde', '2015', 'por', 'decisão', 'de', 'o', 'STF', '(', 'Supremo', 'Tribunal', 'Federal', ')', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'ADP', 'NUM', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT']","['det', 'nsubj', 'case', 'nmod', 'amod', 'cop', 'root', 'case', 'obl', 'case', 'obl', 'case', 'det', 'nmod', 'punct', 'appos', 'flat:name', 'flat:name', 'punct', 'punct']","[2, 7, 4, 2, 4, 7, 0, 9, 7, 11, 7, 14, 14, 11, 16, 14, 16, 16, 16, 7]","[0, 1, 8, 13, 10, 17, 2, 8, 9, 8, 9, 8, 0, 13, 5, 25, 15, 15, 5, 5]","[0, 1, 5, 1, 6, 10, 6, 5, 11, 5, 1, 5, 0, 9, 3, 9, 9, 9, 3, 3]"
"['Os', 'cinco', 'especialistas', 'ouvidos', 'por', 'a', 'Folha', 'dizem', 'crer', 'que', 'o', 'acordo', 'de', 'leniência', 'será', 'anulado', ',', 'o', 'que', 'geraria', 'um', 'caos', 'jurídico', 'e', 'econômico', 'para', 'a', 'JBS', '.']","['DET', 'NUM', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'VERB', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT']","['det', 'nummod', 'nsubj', 'acl', 'case', 'det', 'obl:agent', 'root', 'xcomp', 'mark', 'det', 'nsubj:pass', 'case', 'nmod', 'aux:pass', 'ccomp', 'punct', 'nsubj', 'fixed', 'parataxis', 'det', 'obj', 'amod', 'cc', 'conj', 'case', 'det', 'obl', 'punct']","[3, 3, 8, 3, 7, 7, 4, 0, 8, 16, 12, 16, 14, 12, 16, 9, 20, 20, 18, 16, 22, 20, 22, 25, 23, 28, 28, 20, 8]","[0, 19, 1, 18, 8, 0, 30, 2, 4, 6, 0, 27, 8, 13, 24, 16, 5, 1, 26, 22, 0, 3, 10, 12, 11, 8, 0, 9, 5]","[0, 11, 1, 2, 5, 0, 9, 2, 2, 4, 0, 1, 5, 1, 10, 2, 3, 12, 12, 2, 0, 1, 6, 7, 6, 5, 0, 9, 3]"
